customer_id,total_watch_count,action_watch,drama_watch,comedy_watch,age_group,membership_type,prefer_action
464,15.0,6.0,18.0,2.0,20대,프리미엄,선호
465,59.0,1.0,1.0,1.0,10대,스탠다드,선호
466,33.0,11.0,11.0,16.0,20대,스탠다드,선호
467,47.0,19.0,2.0,5.0,30대,베이직,선호
468,56.0,14.0,16.0,15.0,20대,스탠다드,선호
469,69.0,14.0,0.0,3.0,40대이상,베이직,선호
470,61.0,6.0,9.0,3.0,20대,베이직,선호
471,22.0,11.0,14.0,4.0,30대,베이직,선호
472,26.0,16.0,20.0,5.0,20대,스탠다드,선호
473,31.0,0.0,16.0,10.0,20대,베이직,비선호
474,25.0,0.0,12.0,9.0,40대이상,베이직,비선호
475,67.0,10.0,6.0,9.0,40대이상,스탠다드,선호
476,69.0,9.0,15.0,7.0,10대,프리미엄,선호
477,70.0,9.0,18.0,1.0,30대,베이직,선호
478,37.0,15.0,2.0,12.0,30대,베이직,선호
479,26.0,13.0,8.0,6.0,10대,스탠다드,선호
480,51.0,10.0,9.0,11.0,40대이상,프리미엄,선호
481,45.0,0.0,23.0,3.0,10대,베이직,비선호
482,49.0,10.0,1.0,4.0,40대이상,프리미엄,선호
483,57.0,16.0,4.0,7.0,20대,스탠다드,선호
484,39.0,0.0,8.0,9.0,20대,스탠다드,비선호
485,49.0,9.0,9.0,0.0,20대,베이직,비선호
486,70.0,5.0,4.0,0.0,30대,스탠다드,선호
487,21.0,8.0,1.0,13.0,20대,스탠다드,선호
488,19.0,9.0,21.0,7.0,20대,스탠다드,선호
489,22.0,2.0,0.0,5.0,10대,베이직,선호
490,28.0,15.0,17.0,0.0,20대,베이직,선호
491,52.0,13.0,0.0,11.0,40대이상,프리미엄,선호
492,50.0,16.0,13.0,14.0,40대이상,베이직,선호
493,32.0,12.0,5.0,6.0,20대,스탠다드,선호
494,54.0,7.0,5.0,3.0,20대,프리미엄,선호
495,24.0,0.0,7.0,8.0,20대,프리미엄,비선호
496,22.0,5.0,14.0,0.0,20대,베이직,비선호
497,45.0,15.0,3.0,11.0,20대,프리미엄,선호
498,26.0,7.0,15.0,5.0,30대,베이직,비선호
499,26.0,10.0,9.0,10.0,20대,프리미엄,선호
500,42.0,14.0,7.0,-0.0,10대,스탠다드,선호
501,34.0,8.0,4.0,14.0,,베이직,선호
502,66.0,1.0,7.0,6.0,40대이상,프리미엄,비선호
503,36.0,12.0,17.0,6.0,40대이상,스탠다드,비선호
504,41.0,14.0,8.0,0.0,30대,베이직,선호
505,25.0,10.0,15.0,6.0,10대,베이직,선호
506,43.0,19.0,0.0,8.0,30대,스탠다드,선호
507,44.0,1.0,5.0,6.0,10대,베이직,비선호
508,56.0,0.0,0.0,3.0,40대이상,스탠다드,비선호
509,33.0,8.0,14.0,7.0,20대,프리미엄,선호
510,48.0,3.0,14.0,3.0,30대,프리미엄,비선호
511,24.0,16.0,17.0,11.0,40대이상,베이직,선호
512,26.0,13.0,17.0,0.0,40대이상,스탠다드,선호
513,17.0,6.0,25.0,17.0,30대,베이직,비선호
514,41.0,17.0,10.0,3.0,30대,스탠다드,선호
515,21.0,13.0,14.0,11.0,20대,스탠다드,선호
516,50.0,5.0,19.0,3.0,10대,스탠다드,선호
517,59.0,13.0,25.0,1.0,20대,스탠다드,선호
518,55.0,22.0,5.0,9.0,20대,스탠다드,선호
519,56.0,0.0,0.0,3.0,10대,베이직,비선호
520,49.0,7.0,8.0,7.0,20대,베이직,선호
521,46.0,9.0,5.0,3.0,20대,베이직,선호
522,40.0,11.0,7.0,9.0,40대이상,스탠다드,선호
523,37.0,17.0,9.0,3.0,20대,베이직,선호
524,75.0,5.0,14.0,1.0,20대,스탠다드,비선호
525,59.0,14.0,15.0,9.0,,베이직,선호
526,29.0,4.0,7.0,7.0,20대,베이직,비선호
527,42.0,6.0,3.0,0.0,10대,스탠다드,비선호
528,20.0,8.0,3.0,9.0,30대,스탠다드,비선호
529,27.0,9.0,12.0,4.0,20대,베이직,비선호
530,38.0,9.0,4.0,9.0,30대,스탠다드,비선호
531,50.0,8.0,10.0,5.0,30대,스탠다드,선호
532,38.0,13.0,3.0,5.0,20대,베이직,선호
533,51.0,17.0,10.0,7.0,30대,베이직,선호
534,23.0,10.0,19.0,8.0,10대,베이직,선호
535,42.0,5.0,16.0,11.0,10대,프리미엄,선호
536,39.0,8.0,1.0,3.0,40대이상,베이직,선호
537,51.0,3.0,3.0,16.0,20대,베이직,비선호
538,50.0,7.0,5.0,11.0,30대,프리미엄,선호
539,47.0,0.0,16.0,12.0,20대,베이직,비선호
540,52.0,2.0,12.0,2.0,30대,프리미엄,비선호
541,49.0,0.0,12.0,1.0,20대,스탠다드,비선호
542,31.0,9.0,9.0,5.0,40대이상,프리미엄,선호
543,38.0,1.0,10.0,3.0,30대,스탠다드,비선호
544,28.0,5.0,8.0,6.0,10대,프리미엄,비선호
545,40.0,0.0,14.0,7.0,10대,프리미엄,비선호
546,30.0,7.0,11.0,0.0,20대,스탠다드,선호
547,4.0,16.0,0.0,-0.0,20대,베이직,선호
548,30.0,16.0,14.0,8.0,30대,베이직,비선호
549,11.0,10.0,21.0,9.0,40대이상,베이직,비선호
550,27.0,10.0,11.0,5.0,10대,베이직,선호
551,54.0,14.0,12.0,14.0,20대,베이직,비선호
552,28.0,11.0,4.0,4.0,40대이상,스탠다드,선호
553,53.0,3.0,0.0,5.0,20대,베이직,비선호
554,45.0,12.0,23.0,9.0,20대,스탠다드,선호
555,42.0,14.0,11.0,8.0,30대,스탠다드,선호
556,52.0,1.0,9.0,0.0,20대,스탠다드,선호
557,49.0,0.0,8.0,4.0,40대이상,프리미엄,비선호
558,42.0,5.0,0.0,13.0,20대,스탠다드,비선호
559,29.0,0.0,17.0,4.0,20대,베이직,비선호
560,16.0,5.0,11.0,3.0,,스탠다드,비선호
561,47.0,16.0,5.0,2.0,30대,베이직,선호
562,56.0,15.0,14.0,2.0,40대이상,스탠다드,선호
563,42.0,1.0,4.0,1.0,10대,스탠다드,선호
564,60.0,8.0,19.0,12.0,30대,스탠다드,선호
565,16.0,17.0,2.0,5.0,20대,스탠다드,선호
566,27.0,7.0,6.0,14.0,20대,스탠다드,선호
567,39.0,0.0,10.0,6.0,20대,스탠다드,비선호
568,27.0,11.0,19.0,0.0,20대,스탠다드,선호
569,30.0,14.0,10.0,12.0,10대,프리미엄,선호
570,11.0,2.0,6.0,0.0,20대,프리미엄,비선호
571,15.0,7.0,6.0,0.0,20대,스탠다드,비선호
572,27.0,16.0,15.0,0.0,40대이상,베이직,선호
573,42.0,19.0,12.0,3.0,30대,베이직,선호
574,12.0,18.0,9.0,2.0,40대이상,베이직,선호
575,32.0,10.0,5.0,10.0,40대이상,스탠다드,선호
576,55.0,13.0,9.0,3.0,30대,프리미엄,비선호
577,37.0,10.0,8.0,13.0,20대,스탠다드,선호
578,14.0,8.0,7.0,14.0,20대,베이직,비선호
579,31.0,14.0,7.0,9.0,20대,베이직,선호
580,31.0,6.0,0.0,13.0,40대이상,베이직,선호
581,26.0,14.0,13.0,14.0,20대,베이직,선호
582,54.0,19.0,6.0,5.0,10대,베이직,선호
583,36.0,9.0,8.0,2.0,40대이상,스탠다드,비선호
584,25.0,3.0,16.0,3.0,20대,베이직,비선호
585,65.0,5.0,2.0,0.0,30대,스탠다드,비선호
586,16.0,20.0,16.0,4.0,10대,베이직,선호
587,34.0,5.0,26.0,6.0,30대,스탠다드,비선호
588,20.0,0.0,12.0,7.0,20대,베이직,비선호
589,53.0,12.0,10.0,14.0,20대,스탠다드,선호
590,67.0,9.0,10.0,0.0,30대,프리미엄,선호
591,41.0,12.0,12.0,7.0,30대,베이직,선호
592,64.0,6.0,12.0,8.0,20대,프리미엄,비선호
593,38.0,3.0,9.0,13.0,10대,스탠다드,비선호
594,28.0,5.0,3.0,6.0,40대이상,스탠다드,비선호
595,57.0,7.0,4.0,6.0,10대,베이직,선호
596,38.0,21.0,4.0,5.0,40대이상,베이직,선호
597,26.0,11.0,5.0,8.0,20대,베이직,선호
598,49.0,9.0,8.0,7.0,30대,프리미엄,선호
599,23.0,0.0,14.0,0.0,20대,베이직,비선호
600,65.0,16.0,7.0,3.0,20대,스탠다드,선호
601,48.0,19.0,16.0,7.0,20대,베이직,선호
602,36.0,9.0,13.0,10.0,30대,스탠다드,선호
603,63.0,13.0,15.0,6.0,40대이상,프리미엄,비선호
604,59.0,0.0,11.0,4.0,20대,베이직,선호
605,37.0,6.0,19.0,16.0,30대,베이직,비선호
606,72.0,10.0,18.0,16.0,40대이상,프리미엄,비선호
607,27.0,12.0,8.0,11.0,20대,스탠다드,선호
608,2.0,8.0,2.0,11.0,10대,스탠다드,선호
609,33.0,4.0,6.0,10.0,20대,스탠다드,비선호
610,40.0,3.0,5.0,6.0,,베이직,비선호
611,49.0,13.0,2.0,1.0,20대,스탠다드,선호
612,80.0,11.0,0.0,2.0,20대,프리미엄,선호
613,31.0,4.0,12.0,0.0,20대,프리미엄,선호
614,40.0,14.0,7.0,5.0,30대,베이직,선호
615,58.0,5.0,2.0,0.0,30대,베이직,비선호
616,41.0,0.0,0.0,10.0,10대,스탠다드,비선호
617,62.0,17.0,13.0,10.0,30대,베이직,선호
618,29.0,4.0,15.0,8.0,30대,스탠다드,비선호
619,20.0,4.0,22.0,7.0,20대,프리미엄,선호
620,37.0,6.0,11.0,8.0,30대,스탠다드,비선호
621,54.0,7.0,17.0,12.0,10대,스탠다드,선호
622,27.0,8.0,3.0,4.0,20대,베이직,비선호
623,39.0,12.0,22.0,4.0,10대,스탠다드,선호
624,62.0,4.0,17.0,8.0,10대,스탠다드,선호
625,34.0,20.0,16.0,2.0,20대,베이직,선호
626,41.0,14.0,0.0,6.0,40대이상,프리미엄,선호
627,24.0,4.0,15.0,11.0,30대,베이직,선호
628,42.0,3.0,10.0,10.0,20대,프리미엄,비선호
629,43.0,9.0,15.0,11.0,30대,프리미엄,선호
630,51.0,7.0,13.0,14.0,40대이상,프리미엄,비선호
631,52.0,11.0,19.0,8.0,30대,베이직,선호
632,42.0,3.0,13.0,8.0,40대이상,베이직,선호
633,56.0,4.0,7.0,7.0,10대,프리미엄,비선호
634,52.0,4.0,9.0,15.0,20대,베이직,비선호
635,30.0,13.0,20.0,10.0,20대,스탠다드,선호
636,36.0,7.0,13.0,0.0,20대,베이직,비선호
637,45.0,0.0,17.0,9.0,40대이상,베이직,비선호
638,49.0,12.0,10.0,6.0,20대,베이직,선호
639,19.0,4.0,3.0,6.0,40대이상,프리미엄,선호
640,46.0,13.0,13.0,5.0,20대,스탠다드,선호
641,30.0,14.0,6.0,1.0,30대,베이직,선호
642,31.0,3.0,16.0,9.0,20대,베이직,선호
643,22.0,1.0,6.0,9.0,20대,베이직,비선호
644,39.0,9.0,3.0,1.0,20대,베이직,선호
645,0.0,16.0,15.0,7.0,20대,스탠다드,선호
646,62.0,0.0,0.0,13.0,40대이상,스탠다드,선호
647,10.0,7.0,11.0,15.0,20대,베이직,비선호
648,34.0,7.0,8.0,10.0,30대,베이직,비선호
649,31.0,9.0,14.0,6.0,10대,스탠다드,선호
650,56.0,3.0,9.0,11.0,40대이상,베이직,선호
651,57.0,2.0,14.0,0.0,40대이상,스탠다드,선호
652,62.0,7.0,3.0,1.0,10대,베이직,비선호
653,32.0,12.0,13.0,9.0,20대,베이직,선호
654,1.0,6.0,27.0,6.0,20대,스탠다드,선호
655,46.0,15.0,24.0,0.0,30대,베이직,선호
656,22.0,15.0,0.0,5.0,30대,베이직,선호
657,44.0,10.0,1.0,8.0,30대,스탠다드,선호
658,29.0,9.0,0.0,3.0,20대,스탠다드,비선호
659,18.0,0.0,15.0,4.0,30대,스탠다드,선호
660,23.0,2.0,1.0,2.0,20대,스탠다드,비선호
661,47.0,7.0,6.0,6.0,20대,스탠다드,선호
662,63.0,6.0,7.0,9.0,10대,스탠다드,선호
663,73.0,15.0,37.0,8.0,40대이상,스탠다드,선호
664,48.0,9.0,9.0,2.0,40대이상,베이직,비선호
665,35.0,6.0,25.0,11.0,20대,베이직,비선호
666,24.0,5.0,11.0,13.0,40대이상,베이직,선호
667,64.0,12.0,11.0,3.0,10대,프리미엄,선호
668,57.0,16.0,0.0,2.0,10대,스탠다드,선호
669,36.0,6.0,8.0,15.0,20대,스탠다드,선호
670,54.0,15.0,6.0,-0.0,30대,베이직,선호
671,39.0,4.0,16.0,-0.0,10대,베이직,비선호
672,44.0,3.0,12.0,5.0,20대,프리미엄,비선호
673,57.0,3.0,35.0,6.0,30대,베이직,비선호
674,21.0,9.0,13.0,12.0,20대,프리미엄,비선호
675,35.0,7.0,10.0,4.0,10대,스탠다드,선호
676,38.0,15.0,2.0,15.0,30대,베이직,선호
677,17.0,4.0,8.0,0.0,40대이상,스탠다드,선호
678,57.0,12.0,12.0,8.0,30대,스탠다드,선호
679,38.0,3.0,3.0,7.0,40대이상,베이직,비선호
680,34.0,14.0,14.0,7.0,20대,스탠다드,선호
681,21.0,15.0,9.0,9.0,10대,프리미엄,선호
682,42.0,10.0,24.0,3.0,20대,베이직,선호
683,16.0,14.0,4.0,2.0,40대이상,스탠다드,선호
684,49.0,15.0,11.0,5.0,20대,스탠다드,선호
685,38.0,18.0,14.0,3.0,30대,스탠다드,선호
686,49.0,4.0,2.0,3.0,20대,베이직,선호
687,40.0,0.0,2.0,19.0,40대이상,프리미엄,비선호
688,56.0,13.0,19.0,0.0,20대,베이직,선호
689,38.0,6.0,14.0,10.0,40대이상,스탠다드,선호
690,34.0,8.0,16.0,3.0,30대,스탠다드,선호
691,49.0,6.0,20.0,1.0,20대,베이직,비선호
692,51.0,12.0,22.0,11.0,20대,베이직,선호
693,15.0,8.0,7.0,5.0,40대이상,베이직,비선호
694,35.0,9.0,4.0,3.0,10대,베이직,비선호
695,43.0,11.0,7.0,5.0,30대,프리미엄,선호
696,27.0,6.0,21.0,14.0,30대,베이직,선호
697,46.0,9.0,21.0,4.0,10대,베이직,선호
698,40.0,6.0,0.0,8.0,40대이상,스탠다드,비선호
699,56.0,3.0,5.0,0.0,40대이상,베이직,선호
700,31.0,12.0,19.0,14.0,30대,스탠다드,선호
701,23.0,12.0,4.0,16.0,20대,베이직,비선호
702,40.0,13.0,7.0,0.0,10대,베이직,선호
703,39.0,18.0,0.0,5.0,10대,스탠다드,선호
704,35.0,16.0,0.0,6.0,20대,베이직,선호
705,26.0,8.0,11.0,4.0,20대,스탠다드,선호
706,45.0,20.0,13.0,6.0,40대이상,스탠다드,선호
707,39.0,15.0,11.0,15.0,20대,스탠다드,비선호
708,25.0,6.0,6.0,9.0,40대이상,베이직,비선호
709,68.0,3.0,14.0,21.0,20대,프리미엄,비선호
710,39.0,4.0,3.0,15.0,20대,베이직,비선호
711,20.0,17.0,8.0,0.0,40대이상,베이직,선호
712,24.0,17.0,8.0,6.0,30대,스탠다드,선호
713,26.0,12.0,8.0,5.0,10대,스탠다드,선호
714,32.0,15.0,6.0,0.0,30대,프리미엄,선호
715,43.0,7.0,25.0,16.0,10대,스탠다드,선호
716,26.0,5.0,0.0,15.0,10대,프리미엄,비선호
717,32.0,11.0,6.0,9.0,20대,베이직,선호
718,38.0,7.0,1.0,5.0,20대,베이직,비선호
719,56.0,4.0,35.0,6.0,40대이상,베이직,선호
720,40.0,11.0,0.0,4.0,30대,베이직,선호
721,45.0,0.0,19.0,12.0,40대이상,스탠다드,비선호
722,62.0,9.0,5.0,10.0,20대,베이직,비선호
723,37.0,6.0,2.0,0.0,30대,베이직,선호
724,37.0,12.0,21.0,3.0,20대,프리미엄,선호
725,42.0,14.0,3.0,2.0,40대이상,프리미엄,선호
726,33.0,3.0,8.0,8.0,,스탠다드,선호
727,58.0,3.0,12.0,8.0,20대,스탠다드,비선호
728,46.0,6.0,11.0,2.0,20대,베이직,선호
729,58.0,10.0,11.0,6.0,30대,스탠다드,선호
730,40.0,0.0,19.0,15.0,10대,베이직,비선호
731,21.0,18.0,4.0,8.0,20대,베이직,선호
732,30.0,5.0,17.0,3.0,20대,베이직,비선호
733,21.0,0.0,3.0,9.0,20대,프리미엄,선호
734,40.0,4.0,18.0,8.0,40대이상,스탠다드,선호
735,34.0,4.0,22.0,7.0,20대,스탠다드,비선호
736,34.0,6.0,9.0,0.0,20대,베이직,선호
737,33.0,10.0,7.0,13.0,10대,프리미엄,선호
738,38.0,10.0,0.0,14.0,20대,베이직,비선호
739,48.0,13.0,5.0,4.0,20대,스탠다드,선호
740,33.0,8.0,19.0,11.0,10대,베이직,선호
741,84.0,6.0,13.0,13.0,,스탠다드,비선호
742,42.0,7.0,10.0,7.0,40대이상,베이직,선호
743,60.0,6.0,13.0,4.0,20대,스탠다드,선호
744,37.0,0.0,26.0,6.0,40대이상,베이직,선호
745,55.0,7.0,22.0,12.0,,베이직,선호
746,33.0,6.0,17.0,6.0,40대이상,베이직,비선호
747,30.0,8.0,11.0,0.0,30대,베이직,선호
748,33.0,2.0,-0.0,8.0,20대,베이직,비선호
749,41.0,11.0,6.0,5.0,30대,베이직,선호
750,25.0,3.0,15.0,15.0,40대이상,베이직,선호
751,27.0,9.0,7.0,2.0,30대,베이직,비선호
752,55.0,7.0,17.0,11.0,30대,스탠다드,비선호
753,30.0,4.0,4.0,7.0,40대이상,베이직,비선호
754,26.0,17.0,5.0,7.0,10대,베이직,선호
755,48.0,10.0,10.0,10.0,30대,스탠다드,선호
756,40.0,13.0,9.0,8.0,20대,프리미엄,선호
757,47.0,8.0,21.0,5.0,30대,스탠다드,비선호
758,40.0,15.0,10.0,7.0,20대,베이직,선호
759,33.0,16.0,15.0,10.0,20대,베이직,선호
760,49.0,7.0,11.0,17.0,20대,베이직,비선호
761,61.0,7.0,5.0,4.0,,베이직,비선호
762,28.0,11.0,9.0,1.0,30대,베이직,선호
763,45.0,7.0,14.0,8.0,30대,베이직,선호
764,31.0,6.0,8.0,4.0,30대,스탠다드,선호
765,28.0,8.0,17.0,5.0,20대,스탠다드,비선호
766,28.0,20.0,2.0,6.0,20대,베이직,선호
767,36.0,5.0,8.0,9.0,10대,베이직,선호
768,43.0,4.0,19.0,9.0,20대,베이직,비선호
769,34.0,7.0,5.0,20.0,20대,스탠다드,선호
770,38.0,14.0,17.0,16.0,30대,베이직,선호
771,20.0,10.0,15.0,1.0,20대,스탠다드,선호
772,50.0,10.0,11.0,5.0,30대,스탠다드,선호
773,43.0,12.0,6.0,5.0,20대,베이직,선호
774,54.0,9.0,19.0,10.0,40대이상,프리미엄,선호
775,15.0,8.0,11.0,4.0,30대,스탠다드,선호
776,40.0,5.0,2.0,8.0,10대,베이직,비선호
777,53.0,10.0,8.0,1.0,20대,프리미엄,선호
778,37.0,7.0,4.0,6.0,10대,베이직,선호
779,28.0,8.0,10.0,5.0,20대,스탠다드,선호
780,53.0,-0.0,9.0,4.0,40대이상,스탠다드,비선호
781,36.0,5.0,7.0,8.0,40대이상,베이직,선호
782,0.0,6.0,17.0,-0.0,20대,스탠다드,비선호
783,52.0,12.0,16.0,0.0,10대,프리미엄,선호
784,21.0,7.0,-0.0,9.0,10대,프리미엄,비선호
785,50.0,3.0,12.0,0.0,20대,베이직,비선호
786,44.0,4.0,19.0,6.0,20대,베이직,비선호
787,25.0,22.0,19.0,17.0,30대,프리미엄,선호
788,60.0,0.0,6.0,6.0,20대,스탠다드,비선호
789,34.0,5.0,16.0,5.0,20대,스탠다드,선호
790,42.0,19.0,14.0,5.0,30대,프리미엄,선호
791,53.0,7.0,5.0,12.0,30대,스탠다드,선호
792,39.0,0.0,20.0,13.0,40대이상,베이직,비선호
793,44.0,6.0,15.0,9.0,30대,스탠다드,선호
794,44.0,11.0,13.0,4.0,30대,프리미엄,선호
795,42.0,6.0,5.0,9.0,20대,베이직,선호
796,27.0,7.0,3.0,7.0,20대,스탠다드,비선호
797,49.0,6.0,2.0,9.0,20대,베이직,선호
798,41.0,15.0,0.0,6.0,20대,프리미엄,선호
799,40.0,10.0,5.0,6.0,20대,스탠다드,선호
800,48.0,2.0,13.0,9.0,40대이상,프리미엄,선호
801,24.0,12.0,9.0,4.0,30대,베이직,비선호
802,24.0,0.0,26.0,0.0,20대,스탠다드,비선호
803,33.0,10.0,4.0,0.0,20대,베이직,선호
804,58.0,15.0,14.0,10.0,20대,스탠다드,선호
805,53.0,12.0,6.0,6.0,40대이상,베이직,비선호
806,5.0,12.0,11.0,9.0,30대,프리미엄,선호
807,36.0,19.0,11.0,10.0,20대,스탠다드,선호
808,41.0,12.0,9.0,6.0,20대,프리미엄,선호
809,10.0,0.0,7.0,9.0,40대이상,베이직,비선호
810,61.0,8.0,11.0,8.0,20대,베이직,선호
811,46.0,13.0,0.0,10.0,20대,프리미엄,선호
812,43.0,6.0,1.0,0.0,10대,베이직,선호
813,57.0,22.0,21.0,-0.0,30대,프리미엄,선호
814,31.0,7.0,9.0,2.0,,스탠다드,선호
815,34.0,10.0,17.0,17.0,20대,베이직,선호
816,43.0,6.0,19.0,6.0,20대,베이직,선호
817,43.0,13.0,5.0,0.0,20대,스탠다드,선호
818,22.0,12.0,0.0,9.0,20대,베이직,비선호
819,31.0,23.0,19.0,14.0,20대,프리미엄,선호
820,57.0,12.0,6.0,1.0,30대,베이직,선호
821,47.0,4.0,14.0,8.0,10대,베이직,선호
822,26.0,0.0,3.0,15.0,20대,스탠다드,선호
823,30.0,12.0,15.0,0.0,40대이상,베이직,선호
824,51.0,3.0,18.0,9.0,20대,스탠다드,비선호
825,42.0,9.0,15.0,0.0,20대,베이직,선호
826,26.0,7.0,0.0,2.0,10대,스탠다드,선호
827,25.0,0.0,17.0,4.0,20대,베이직,비선호
828,29.0,9.0,25.0,6.0,40대이상,베이직,비선호
829,27.0,6.0,16.0,8.0,10대,프리미엄,선호
830,33.0,8.0,1.0,2.0,30대,프리미엄,선호
831,32.0,12.0,5.0,10.0,30대,베이직,선호
832,57.0,12.0,0.0,3.0,40대이상,베이직,선호
833,55.0,15.0,20.0,0.0,40대이상,프리미엄,비선호
834,51.0,20.0,7.0,11.0,30대,베이직,선호
835,54.0,23.0,15.0,10.0,30대,베이직,선호
836,41.0,23.0,-0.0,5.0,,스탠다드,선호
837,0.0,15.0,-0.0,2.0,20대,스탠다드,선호
838,55.0,7.0,11.0,10.0,20대,프리미엄,비선호
839,13.0,8.0,13.0,0.0,40대이상,스탠다드,선호
840,65.0,6.0,15.0,0.0,20대,베이직,비선호
841,41.0,15.0,1.0,2.0,20대,베이직,선호
842,15.0,9.0,20.0,1.0,10대,베이직,비선호
843,44.0,9.0,10.0,7.0,30대,베이직,선호
844,46.0,7.0,15.0,0.0,20대,베이직,비선호
845,53.0,15.0,14.0,6.0,30대,스탠다드,선호
846,40.0,14.0,12.0,8.0,30대,스탠다드,선호
847,59.0,25.0,9.0,2.0,40대이상,베이직,선호
848,57.0,4.0,12.0,12.0,20대,스탠다드,비선호
849,20.0,11.0,15.0,0.0,10대,프리미엄,선호
850,36.0,5.0,23.0,11.0,20대,베이직,비선호
851,48.0,2.0,11.0,7.0,30대,베이직,선호
852,58.0,4.0,11.0,11.0,30대,스탠다드,선호
853,61.0,0.0,8.0,0.0,40대이상,베이직,선호
854,29.0,1.0,7.0,7.0,20대,베이직,선호
855,22.0,6.0,9.0,4.0,40대이상,프리미엄,선호
856,39.0,0.0,12.0,5.0,20대,베이직,비선호
857,40.0,15.0,21.0,6.0,20대,스탠다드,선호
858,37.0,7.0,0.0,8.0,20대,프리미엄,선호
859,48.0,1.0,5.0,0.0,10대,베이직,비선호
860,37.0,13.0,23.0,5.0,40대이상,스탠다드,선호
861,49.0,0.0,8.0,0.0,30대,프리미엄,비선호
862,44.0,11.0,1.0,10.0,20대,스탠다드,비선호
863,54.0,9.0,5.0,4.0,10대,스탠다드,선호
864,45.0,15.0,11.0,1.0,30대,프리미엄,선호
865,49.0,11.0,11.0,8.0,10대,스탠다드,선호
866,39.0,17.0,9.0,-0.0,30대,스탠다드,선호
867,37.0,11.0,9.0,8.0,40대이상,베이직,선호
868,27.0,0.0,8.0,13.0,20대,프리미엄,선호
869,48.0,8.0,5.0,9.0,30대,베이직,선호
870,12.0,4.0,10.0,6.0,20대,베이직,비선호
871,14.0,3.0,26.0,5.0,20대,스탠다드,선호
872,9.0,15.0,17.0,10.0,10대,스탠다드,선호
873,65.0,17.0,8.0,1.0,30대,스탠다드,선호
874,10.0,0.0,6.0,5.0,30대,베이직,비선호
875,56.0,2.0,11.0,2.0,20대,스탠다드,비선호
876,43.0,6.0,13.0,1.0,40대이상,베이직,선호
877,41.0,12.0,23.0,16.0,30대,스탠다드,선호
878,25.0,17.0,10.0,13.0,40대이상,베이직,선호
879,36.0,9.0,8.0,1.0,40대이상,베이직,비선호
880,52.0,4.0,7.0,6.0,10대,스탠다드,비선호
881,44.0,10.0,16.0,9.0,20대,스탠다드,비선호
882,36.0,15.0,20.0,5.0,40대이상,베이직,선호
883,43.0,6.0,3.0,6.0,30대,스탠다드,비선호
884,31.0,6.0,0.0,5.0,20대,스탠다드,비선호
885,46.0,10.0,30.0,13.0,20대,베이직,선호
886,30.0,5.0,0.0,0.0,40대이상,베이직,비선호
887,72.0,14.0,14.0,8.0,40대이상,프리미엄,선호
888,30.0,15.0,8.0,6.0,20대,프리미엄,선호
889,42.0,10.0,2.0,2.0,30대,스탠다드,선호
890,46.0,2.0,7.0,8.0,20대,스탠다드,비선호
891,46.0,1.0,11.0,1.0,30대,베이직,선호
892,48.0,17.0,22.0,10.0,20대,베이직,선호
893,10.0,1.0,11.0,-0.0,30대,베이직,비선호
894,38.0,12.0,1.0,2.0,20대,스탠다드,선호
895,60.0,4.0,0.0,8.0,20대,베이직,선호
896,14.0,2.0,26.0,10.0,10대,스탠다드,비선호
897,28.0,9.0,8.0,0.0,30대,베이직,비선호
898,77.0,3.0,18.0,7.0,20대,스탠다드,비선호
899,68.0,9.0,-0.0,2.0,40대이상,스탠다드,선호
900,21.0,8.0,16.0,0.0,20대,베이직,선호
901,73.0,16.0,19.0,2.0,20대,프리미엄,선호
902,27.0,15.0,14.0,0.0,30대,베이직,선호
903,32.0,0.0,7.0,3.0,20대,프리미엄,비선호
904,47.0,4.0,11.0,10.0,30대,스탠다드,선호
905,31.0,5.0,4.0,16.0,30대,스탠다드,비선호
906,33.0,13.0,2.0,7.0,30대,스탠다드,선호
907,21.0,7.0,14.0,1.0,10대,스탠다드,선호
908,15.0,12.0,9.0,13.0,30대,프리미엄,선호
909,37.0,21.0,4.0,0.0,40대이상,프리미엄,선호
910,28.0,4.0,12.0,12.0,10대,스탠다드,비선호
911,38.0,13.0,13.0,5.0,20대,스탠다드,선호
912,42.0,12.0,3.0,4.0,30대,프리미엄,선호
913,47.0,7.0,7.0,0.0,40대이상,베이직,선호
914,42.0,3.0,15.0,4.0,20대,프리미엄,비선호
915,22.0,3.0,15.0,4.0,20대,베이직,비선호
916,50.0,4.0,18.0,10.0,30대,베이직,선호
917,60.0,16.0,0.0,3.0,20대,베이직,선호
918,24.0,20.0,10.0,8.0,10대,스탠다드,선호
919,66.0,9.0,11.0,0.0,,스탠다드,선호
920,32.0,0.0,2.0,1.0,20대,스탠다드,비선호
921,45.0,3.0,6.0,6.0,20대,스탠다드,비선호
922,12.0,11.0,12.0,3.0,20대,베이직,선호
923,38.0,5.0,9.0,12.0,20대,베이직,비선호
924,29.0,12.0,8.0,10.0,20대,베이직,선호
925,37.0,7.0,18.0,0.0,,베이직,선호
926,51.0,6.0,19.0,2.0,20대,스탠다드,선호
927,46.0,0.0,12.0,0.0,30대,스탠다드,비선호
928,77.0,11.0,8.0,8.0,40대이상,스탠다드,선호
929,23.0,14.0,3.0,6.0,30대,프리미엄,선호
930,43.0,9.0,26.0,0.0,20대,프리미엄,선호
931,33.0,5.0,18.0,0.0,20대,베이직,비선호
