customer_id,avg_spend,visit_count,membership_month,age_group,membership_type,revisit
551,9425.0,0.0,2.0,30대,일반,재방문
552,11771.0,4.0,16.0,20대,일반,재방문
553,9656.0,4.0,0.0,40대,일반,재방문
554,7432.0,4.0,3.0,40대,골드,비재방문
555,6670.0,7.0,8.0,20대,실버,재방문
556,8094.0,7.0,19.0,20대,실버,재방문
557,7896.0,6.0,11.0,20대,실버,재방문
558,12591.0,4.0,15.0,30대,실버,재방문
559,8925.0,6.0,1.0,30대,일반,재방문
560,9605.0,3.0,11.0,30대,실버,재방문
561,4854.0,4.0,15.0,50대이상,골드,재방문
562,8756.0,7.0,20.0,20대,골드,재방문
563,8222.0,2.0,9.0,30대,일반,재방문
564,9525.0,0.0,12.0,30대,일반,재방문
565,6560.0,8.0,23.0,20대,일반,재방문
566,6521.0,4.0,5.0,50대이상,골드,재방문
567,5778.0,2.0,0.0,20대,일반,재방문
568,9613.0,5.0,19.0,30대,골드,재방문
569,9172.0,7.0,19.0,30대,일반,재방문
570,2612.0,3.0,16.0,30대,일반,재방문
571,3270.0,5.0,12.0,40대,일반,재방문
572,6850.0,4.0,18.0,30대,실버,재방문
573,11478.0,1.0,5.0,50대이상,일반,재방문
574,8616.0,3.0,7.0,40대,일반,재방문
575,16217.0,4.0,10.0,30대,실버,재방문
576,11901.0,5.0,15.0,20대,골드,재방문
577,8713.0,4.0,13.0,30대,일반,재방문
578,8566.0,2.0,18.0,40대,일반,재방문
579,3306.0,6.0,7.0,30대,일반,재방문
580,4543.0,3.0,14.0,50대이상,일반,재방문
581,7298.0,10.0,9.0,50대이상,실버,재방문
582,6975.0,5.0,14.0,30대,일반,재방문
583,4836.0,5.0,3.0,30대,일반,비재방문
584,9418.0,6.0,10.0,,일반,재방문
585,11375.0,3.0,12.0,40대,골드,재방문
586,7341.0,3.0,9.0,30대,일반,재방문
587,7107.0,9.0,7.0,30대,일반,재방문
588,10129.0,4.0,7.0,50대이상,실버,재방문
589,6104.0,2.0,11.0,40대,실버,재방문
590,6050.0,9.0,14.0,20대,실버,재방문
591,7121.0,7.0,5.0,30대,일반,재방문
592,9668.0,5.0,19.0,20대,일반,재방문
593,8521.0,3.0,6.0,30대,일반,재방문
594,7137.0,8.0,9.0,20대,일반,재방문
595,12369.0,3.0,15.0,20대,골드,재방문
596,9656.0,7.0,4.0,30대,일반,재방문
597,10044.0,9.0,0.0,50대이상,실버,재방문
598,3627.0,4.0,18.0,30대,실버,재방문
599,9556.0,4.0,10.0,20대,실버,재방문
600,6607.0,1.0,7.0,,골드,재방문
601,6270.0,6.0,16.0,20대,일반,재방문
602,8782.0,6.0,6.0,20대,실버,재방문
603,4324.0,4.0,10.0,30대,실버,재방문
604,8721.0,0.0,17.0,,실버,재방문
605,8868.0,5.0,16.0,20대,일반,재방문
606,13618.0,2.0,13.0,20대,실버,재방문
607,10197.0,6.0,16.0,30대,골드,재방문
608,9511.0,2.0,3.0,,일반,재방문
609,5582.0,3.0,7.0,40대,실버,재방문
610,6921.0,3.0,4.0,30대,실버,재방문
611,8638.0,3.0,13.0,20대,일반,재방문
612,10700.0,5.0,18.0,30대,실버,재방문
613,11696.0,3.0,5.0,30대,실버,재방문
614,17627.0,5.0,12.0,20대,일반,비재방문
615,6279.0,6.0,10.0,30대,골드,재방문
616,6124.0,9.0,11.0,,실버,재방문
617,8882.0,6.0,7.0,50대이상,실버,재방문
618,7632.0,6.0,12.0,30대,일반,재방문
619,8619.0,5.0,11.0,40대,실버,재방문
620,10884.0,6.0,16.0,40대,실버,재방문
621,6906.0,6.0,16.0,30대,실버,재방문
622,3156.0,6.0,1.0,20대,골드,재방문
623,6915.0,2.0,6.0,30대,실버,재방문
624,5141.0,8.0,17.0,50대이상,일반,재방문
625,7061.0,7.0,16.0,30대,골드,재방문
626,11944.0,6.0,2.0,50대이상,일반,재방문
627,4930.0,7.0,19.0,40대,일반,재방문
628,8431.0,5.0,20.0,20대,일반,비재방문
629,5566.0,4.0,6.0,50대이상,실버,재방문
630,3907.0,6.0,9.0,30대,일반,재방문
631,8845.0,8.0,11.0,,일반,재방문
632,7579.0,8.0,20.0,30대,실버,재방문
633,4301.0,2.0,3.0,30대,일반,비재방문
634,9761.0,6.0,16.0,30대,실버,재방문
635,9473.0,6.0,6.0,40대,일반,비재방문
636,6597.0,4.0,9.0,30대,골드,비재방문
637,5565.0,1.0,5.0,30대,실버,재방문
638,8866.0,6.0,0.0,50대이상,일반,재방문
639,5891.0,0.0,14.0,20대,일반,재방문
640,9362.0,9.0,19.0,20대,일반,재방문
641,9355.0,2.0,3.0,20대,실버,재방문
642,6608.0,4.0,0.0,50대이상,일반,비재방문
643,10217.0,5.0,13.0,30대,골드,재방문
644,6924.0,4.0,20.0,40대,실버,재방문
645,5399.0,9.0,11.0,40대,골드,재방문
646,6843.0,9.0,9.0,20대,일반,재방문
647,10382.0,3.0,7.0,20대,일반,재방문
648,12062.0,4.0,14.0,20대,일반,재방문
649,9596.0,6.0,13.0,40대,일반,재방문
650,5157.0,10.0,13.0,30대,일반,재방문
651,10347.0,3.0,21.0,40대,실버,비재방문
652,5111.0,8.0,10.0,30대,실버,재방문
653,9681.0,2.0,10.0,50대이상,일반,재방문
654,7758.0,9.0,15.0,20대,일반,재방문
655,9329.0,6.0,9.0,30대,골드,재방문
656,4062.0,5.0,6.0,20대,실버,재방문
657,12716.0,8.0,7.0,40대,실버,재방문
658,12137.0,3.0,19.0,40대,실버,재방문
659,9402.0,8.0,2.0,40대,일반,재방문
660,7295.0,1.0,11.0,40대,일반,비재방문
661,9745.0,5.0,20.0,30대,일반,재방문
662,9653.0,4.0,13.0,30대,골드,재방문
663,8762.0,9.0,16.0,20대,일반,재방문
664,6919.0,4.0,5.0,20대,일반,재방문
665,6982.0,0.0,11.0,40대,일반,비재방문
666,7809.0,6.0,10.0,40대,일반,재방문
667,5900.0,5.0,0.0,40대,일반,재방문
668,9364.0,5.0,12.0,30대,실버,재방문
669,11565.0,10.0,23.0,20대,일반,재방문
670,5824.0,7.0,8.0,30대,실버,재방문
671,6297.0,7.0,19.0,20대,실버,재방문
672,6987.0,9.0,7.0,30대,일반,재방문
673,9953.0,2.0,0.0,50대이상,일반,재방문
674,7729.0,3.0,0.0,20대,일반,비재방문
675,9654.0,1.0,13.0,40대,일반,재방문
676,6340.0,9.0,16.0,20대,일반,재방문
677,5757.0,2.0,16.0,50대이상,골드,재방문
678,9254.0,4.0,2.0,20대,일반,재방문
679,9097.0,6.0,10.0,40대,일반,재방문
680,9749.0,5.0,2.0,30대,실버,재방문
681,3881.0,10.0,17.0,40대,일반,재방문
682,6589.0,4.0,12.0,20대,실버,재방문
683,7699.0,4.0,9.0,30대,일반,재방문
684,3039.0,2.0,5.0,20대,일반,재방문
685,5049.0,4.0,11.0,40대,골드,재방문
686,11973.0,3.0,9.0,20대,골드,재방문
687,7742.0,4.0,0.0,50대이상,일반,재방문
688,7786.0,10.0,20.0,30대,골드,재방문
689,10498.0,6.0,18.0,20대,일반,재방문
690,11867.0,4.0,10.0,50대이상,골드,재방문
691,10787.0,5.0,8.0,50대이상,골드,재방문
692,8876.0,4.0,15.0,50대이상,골드,재방문
693,9604.0,4.0,11.0,50대이상,실버,재방문
694,8053.0,3.0,20.0,40대,일반,재방문
695,9876.0,5.0,1.0,40대,일반,재방문
696,5749.0,4.0,7.0,20대,일반,재방문
697,6496.0,7.0,12.0,20대,실버,재방문
698,9706.0,6.0,17.0,30대,일반,재방문
699,8364.0,4.0,6.0,20대,골드,재방문
700,9055.0,6.0,15.0,20대,일반,재방문
701,8022.0,7.0,14.0,30대,일반,재방문
702,9638.0,2.0,2.0,30대,일반,재방문
703,7211.0,7.0,13.0,30대,골드,재방문
704,13190.0,10.0,16.0,20대,실버,재방문
705,8066.0,0.0,2.0,20대,실버,재방문
706,8991.0,4.0,11.0,50대이상,일반,재방문
707,10283.0,10.0,16.0,40대,실버,재방문
708,6638.0,5.0,8.0,20대,일반,재방문
709,8681.0,6.0,11.0,30대,골드,재방문
710,6984.0,6.0,8.0,20대,골드,재방문
711,8636.0,8.0,4.0,30대,실버,재방문
712,6868.0,5.0,3.0,20대,골드,재방문
713,11180.0,-0.0,12.0,20대,일반,재방문
714,9785.0,7.0,10.0,20대,실버,재방문
715,7567.0,9.0,10.0,30대,일반,재방문
716,11824.0,9.0,10.0,20대,일반,재방문
717,9627.0,5.0,14.0,20대,일반,재방문
718,8038.0,6.0,13.0,30대,일반,재방문
719,6378.0,6.0,2.0,30대,일반,재방문
720,7468.0,3.0,4.0,40대,일반,재방문
721,6755.0,5.0,6.0,30대,골드,재방문
722,3570.0,7.0,20.0,30대,일반,재방문
723,7901.0,3.0,6.0,40대,실버,재방문
724,3719.0,2.0,0.0,50대이상,골드,재방문
725,8614.0,2.0,0.0,20대,일반,재방문
726,7297.0,6.0,11.0,40대,실버,재방문
727,9126.0,8.0,9.0,20대,실버,재방문
728,7498.0,4.0,2.0,50대이상,골드,비재방문
729,6630.0,6.0,10.0,30대,일반,재방문
730,4260.0,0.0,11.0,40대,실버,재방문
731,6915.0,2.0,6.0,20대,골드,재방문
732,9434.0,7.0,14.0,20대,실버,재방문
733,1709.0,6.0,18.0,40대,일반,재방문
734,12472.0,6.0,10.0,50대이상,실버,재방문
735,8004.0,5.0,11.0,30대,실버,재방문
736,9729.0,6.0,6.0,40대,일반,재방문
737,7721.0,2.0,7.0,20대,골드,재방문
738,8802.0,5.0,5.0,30대,골드,재방문
739,9460.0,4.0,12.0,30대,일반,재방문
740,6900.0,3.0,11.0,30대,일반,재방문
741,10312.0,7.0,6.0,30대,일반,재방문
742,10525.0,5.0,13.0,50대이상,골드,재방문
743,4414.0,7.0,5.0,20대,실버,재방문
744,8150.0,7.0,2.0,20대,일반,재방문
745,8389.0,4.0,15.0,20대,골드,재방문
746,9406.0,5.0,7.0,50대이상,골드,재방문
747,5867.0,4.0,3.0,20대,실버,재방문
748,6761.0,8.0,2.0,30대,실버,재방문
749,7060.0,3.0,0.0,20대,골드,재방문
750,8733.0,6.0,7.0,30대,일반,재방문
751,13175.0,6.0,13.0,30대,일반,재방문
752,8718.0,6.0,11.0,20대,일반,재방문
753,7334.0,3.0,11.0,50대이상,골드,재방문
754,10385.0,7.0,12.0,20대,일반,재방문
755,7009.0,1.0,6.0,40대,골드,재방문
756,8542.0,4.0,11.0,20대,일반,재방문
757,9712.0,4.0,8.0,50대이상,일반,재방문
758,2783.0,5.0,3.0,30대,일반,재방문
759,7328.0,3.0,5.0,40대,일반,재방문
760,12546.0,5.0,9.0,30대,실버,재방문
761,9481.0,6.0,3.0,30대,실버,재방문
762,7602.0,8.0,-0.0,20대,실버,재방문
763,4876.0,1.0,8.0,40대,일반,재방문
764,11126.0,6.0,7.0,40대,실버,재방문
765,8758.0,7.0,13.0,30대,일반,재방문
766,9256.0,5.0,11.0,40대,일반,재방문
767,6781.0,5.0,16.0,30대,골드,재방문
768,13377.0,2.0,13.0,30대,일반,재방문
769,4882.0,7.0,5.0,20대,일반,재방문
770,7575.0,7.0,19.0,30대,일반,재방문
771,9484.0,8.0,4.0,40대,실버,재방문
772,9357.0,5.0,13.0,30대,일반,재방문
773,8575.0,9.0,10.0,50대이상,실버,재방문
774,7027.0,7.0,17.0,20대,일반,재방문
775,6561.0,3.0,3.0,20대,실버,재방문
776,3578.0,1.0,10.0,30대,일반,비재방문
777,6570.0,2.0,21.0,30대,골드,재방문
778,8368.0,9.0,1.0,20대,일반,재방문
779,5435.0,4.0,5.0,50대이상,골드,비재방문
780,4498.0,6.0,17.0,30대,골드,재방문
781,8980.0,6.0,8.0,40대,실버,재방문
782,10903.0,5.0,10.0,30대,실버,재방문
783,8528.0,6.0,13.0,20대,실버,재방문
784,6690.0,3.0,-0.0,40대,실버,재방문
785,10925.0,4.0,8.0,40대,실버,재방문
786,11837.0,5.0,7.0,40대,실버,재방문
787,8234.0,6.0,8.0,20대,실버,재방문
788,7043.0,7.0,8.0,20대,골드,재방문
789,13615.0,8.0,14.0,40대,골드,재방문
790,9535.0,8.0,15.0,20대,일반,재방문
791,8348.0,3.0,7.0,30대,골드,재방문
792,10162.0,6.0,9.0,30대,골드,비재방문
793,8045.0,8.0,19.0,50대이상,골드,재방문
794,8551.0,5.0,8.0,30대,실버,재방문
795,5868.0,5.0,10.0,20대,실버,재방문
796,10814.0,5.0,14.0,40대,실버,재방문
797,8940.0,3.0,4.0,30대,일반,재방문
798,5655.0,5.0,0.0,20대,골드,재방문
799,4485.0,1.0,12.0,30대,일반,재방문
800,9263.0,8.0,12.0,40대,일반,재방문
801,9622.0,9.0,17.0,20대,실버,재방문
802,7505.0,3.0,6.0,20대,실버,재방문
803,4143.0,7.0,9.0,50대이상,일반,재방문
804,7023.0,9.0,6.0,50대이상,실버,재방문
805,11322.0,4.0,15.0,30대,일반,재방문
806,3271.0,6.0,8.0,30대,일반,재방문
807,10832.0,4.0,8.0,40대,일반,재방문
808,13704.0,8.0,13.0,40대,일반,재방문
809,4114.0,5.0,12.0,40대,일반,재방문
810,7300.0,6.0,11.0,20대,일반,재방문
811,11966.0,2.0,11.0,30대,골드,재방문
812,7090.0,6.0,19.0,20대,실버,재방문
813,5771.0,8.0,10.0,50대이상,실버,재방문
814,9006.0,5.0,9.0,30대,일반,재방문
815,3224.0,2.0,24.0,30대,일반,재방문
816,8942.0,10.0,12.0,40대,실버,재방문
817,7194.0,2.0,13.0,50대이상,골드,재방문
818,6945.0,7.0,0.0,40대,실버,재방문
819,7030.0,5.0,11.0,50대이상,실버,재방문
820,8144.0,8.0,15.0,50대이상,일반,재방문
821,8890.0,10.0,7.0,,일반,재방문
822,8300.0,8.0,17.0,40대,실버,재방문
823,9132.0,6.0,0.0,20대,실버,재방문
824,7440.0,4.0,19.0,20대,일반,재방문
825,9644.0,3.0,13.0,20대,골드,재방문
826,8116.0,6.0,12.0,50대이상,일반,재방문
827,6145.0,9.0,16.0,40대,실버,재방문
828,7257.0,7.0,5.0,40대,실버,재방문
829,11166.0,2.0,-0.0,50대이상,일반,재방문
830,7806.0,5.0,8.0,30대,일반,재방문
831,8988.0,5.0,9.0,30대,일반,재방문
832,4163.0,4.0,6.0,20대,실버,재방문
833,3529.0,4.0,5.0,20대,일반,재방문
834,8840.0,7.0,23.0,30대,실버,재방문
835,4971.0,5.0,6.0,50대이상,일반,재방문
836,10580.0,5.0,9.0,40대,일반,재방문
837,5996.0,6.0,11.0,20대,실버,재방문
838,9104.0,3.0,13.0,40대,일반,재방문
839,11236.0,4.0,3.0,30대,일반,재방문
840,2290.0,8.0,9.0,30대,일반,재방문
841,7556.0,6.0,7.0,40대,실버,재방문
842,5569.0,2.0,10.0,50대이상,골드,재방문
843,11887.0,7.0,9.0,50대이상,골드,재방문
844,6522.0,5.0,7.0,30대,골드,재방문
845,12760.0,4.0,1.0,30대,골드,재방문
846,8641.0,0.0,0.0,30대,실버,재방문
847,5536.0,5.0,10.0,20대,골드,재방문
848,6565.0,3.0,18.0,30대,실버,재방문
849,10171.0,3.0,15.0,50대이상,골드,재방문
850,6335.0,2.0,13.0,50대이상,일반,재방문
851,8719.0,0.0,14.0,30대,실버,재방문
852,5329.0,5.0,21.0,30대,일반,재방문
853,7145.0,10.0,4.0,40대,실버,재방문
854,6693.0,5.0,11.0,20대,실버,재방문
855,8314.0,3.0,19.0,20대,골드,비재방문
856,5056.0,5.0,8.0,40대,일반,재방문
857,10605.0,5.0,6.0,50대이상,실버,재방문
858,7659.0,3.0,12.0,20대,일반,재방문
859,12699.0,7.0,23.0,40대,일반,재방문
860,9877.0,8.0,15.0,20대,실버,재방문
861,11608.0,10.0,11.0,40대,골드,재방문
862,3009.0,4.0,4.0,20대,골드,재방문
863,5668.0,3.0,5.0,20대,일반,재방문
864,6194.0,4.0,13.0,40대,일반,재방문
865,8322.0,4.0,13.0,20대,골드,재방문
866,6556.0,7.0,17.0,40대,일반,재방문
867,3576.0,5.0,5.0,30대,골드,재방문
868,9285.0,6.0,15.0,40대,골드,재방문
869,9953.0,2.0,8.0,50대이상,일반,재방문
870,9491.0,5.0,3.0,50대이상,일반,재방문
871,8837.0,4.0,15.0,30대,일반,재방문
872,9785.0,0.0,15.0,20대,골드,재방문
873,10584.0,7.0,11.0,30대,일반,재방문
874,7743.0,11.0,10.0,30대,실버,재방문
875,9675.0,4.0,19.0,50대이상,일반,재방문
876,8610.0,5.0,12.0,50대이상,골드,재방문
877,4482.0,7.0,4.0,50대이상,골드,재방문
878,8923.0,6.0,2.0,,실버,재방문
879,6705.0,8.0,8.0,40대,골드,재방문
880,10074.0,7.0,9.0,40대,일반,재방문
881,7406.0,4.0,7.0,40대,실버,재방문
882,11788.0,6.0,6.0,40대,일반,재방문
883,9047.0,1.0,3.0,30대,일반,재방문
884,7210.0,3.0,22.0,50대이상,실버,재방문
885,8284.0,8.0,8.0,50대이상,실버,재방문
886,5240.0,4.0,5.0,40대,실버,재방문
887,7123.0,6.0,1.0,20대,실버,재방문
888,9841.0,3.0,11.0,30대,실버,재방문
889,12013.0,2.0,11.0,50대이상,일반,재방문
890,10998.0,5.0,13.0,20대,실버,재방문
891,6003.0,5.0,11.0,40대,골드,재방문
892,7564.0,3.0,8.0,20대,일반,재방문
893,8668.0,6.0,8.0,30대,골드,재방문
894,10680.0,6.0,9.0,30대,일반,재방문
895,6795.0,7.0,9.0,30대,일반,재방문
896,6457.0,2.0,8.0,20대,실버,재방문
897,8555.0,4.0,14.0,20대,골드,재방문
898,10644.0,2.0,12.0,20대,골드,재방문
899,8754.0,4.0,12.0,30대,골드,재방문
900,12832.0,6.0,7.0,20대,일반,재방문
901,10969.0,5.0,14.0,30대,일반,재방문
902,8867.0,9.0,2.0,20대,일반,재방문
903,8934.0,4.0,11.0,30대,일반,재방문
904,6695.0,4.0,4.0,40대,실버,재방문
905,4832.0,4.0,9.0,40대,일반,재방문
906,6572.0,6.0,7.0,50대이상,일반,재방문
907,5956.0,5.0,11.0,40대,골드,비재방문
908,6027.0,6.0,0.0,30대,일반,재방문
909,9933.0,7.0,10.0,20대,일반,재방문
910,8652.0,5.0,3.0,40대,실버,재방문
911,6397.0,8.0,5.0,40대,일반,재방문
912,3883.0,6.0,12.0,30대,실버,재방문
913,10730.0,0.0,18.0,20대,일반,재방문
914,8434.0,3.0,4.0,50대이상,일반,재방문
915,902.0,3.0,5.0,30대,실버,비재방문
916,8310.0,3.0,17.0,40대,일반,재방문
917,11312.0,4.0,9.0,40대,일반,재방문
918,6321.0,3.0,6.0,40대,실버,재방문
919,6306.0,6.0,10.0,30대,실버,재방문
920,8442.0,-0.0,9.0,40대,일반,재방문
921,9111.0,6.0,6.0,30대,일반,재방문
922,8782.0,7.0,15.0,30대,일반,재방문
923,9860.0,2.0,12.0,20대,일반,재방문
924,9863.0,5.0,6.0,40대,실버,재방문
925,6263.0,6.0,23.0,20대,일반,재방문
926,12981.0,2.0,15.0,20대,골드,재방문
927,5915.0,7.0,17.0,20대,일반,재방문
928,3334.0,2.0,12.0,20대,실버,비재방문
929,8583.0,3.0,13.0,30대,일반,재방문
930,4463.0,4.0,4.0,20대,골드,재방문
931,9777.0,5.0,8.0,40대,골드,비재방문
932,9685.0,5.0,10.0,20대,일반,재방문
933,3947.0,7.0,15.0,20대,일반,재방문
934,8230.0,8.0,7.0,30대,실버,재방문
935,8128.0,1.0,8.0,40대,일반,재방문
936,6261.0,6.0,7.0,40대,일반,재방문
937,6619.0,2.0,24.0,30대,골드,재방문
938,3966.0,1.0,6.0,50대이상,일반,재방문
939,6735.0,6.0,14.0,20대,실버,재방문
940,6608.0,6.0,24.0,30대,일반,재방문
941,4687.0,8.0,9.0,50대이상,골드,재방문
942,8964.0,3.0,11.0,50대이상,일반,재방문
943,4732.0,4.0,14.0,50대이상,일반,재방문
944,13193.0,9.0,11.0,,일반,재방문
945,8417.0,4.0,8.0,50대이상,골드,재방문
946,6664.0,2.0,12.0,30대,골드,비재방문
947,7011.0,4.0,13.0,30대,일반,재방문
948,4705.0,1.0,13.0,40대,실버,비재방문
949,8267.0,1.0,0.0,30대,골드,재방문
950,4127.0,3.0,13.0,30대,일반,재방문
951,13135.0,10.0,9.0,30대,실버,재방문
952,8276.0,1.0,11.0,40대,실버,재방문
953,7592.0,6.0,17.0,40대,일반,비재방문
954,9438.0,9.0,8.0,30대,일반,재방문
955,8835.0,8.0,4.0,20대,일반,재방문
956,5848.0,2.0,15.0,20대,일반,재방문
957,7828.0,5.0,2.0,50대이상,일반,재방문
958,7683.0,5.0,17.0,50대이상,실버,재방문
959,5518.0,4.0,13.0,40대,실버,재방문
960,8810.0,5.0,1.0,50대이상,일반,재방문
961,4457.0,2.0,6.0,30대,일반,재방문
962,6547.0,3.0,9.0,30대,일반,재방문
963,9579.0,4.0,16.0,30대,일반,재방문
964,8756.0,5.0,13.0,30대,실버,재방문
965,10387.0,8.0,17.0,40대,일반,재방문
966,6353.0,8.0,7.0,40대,일반,재방문
967,7670.0,6.0,8.0,40대,실버,재방문
968,5831.0,5.0,17.0,20대,일반,재방문
969,14772.0,6.0,18.0,50대이상,일반,재방문
970,9264.0,1.0,10.0,40대,일반,재방문
971,5827.0,3.0,9.0,20대,일반,재방문
972,5571.0,6.0,14.0,40대,일반,재방문
973,8287.0,3.0,12.0,30대,골드,재방문
974,10269.0,2.0,12.0,40대,일반,재방문
975,6163.0,4.0,20.0,30대,일반,재방문
976,4656.0,10.0,13.0,20대,골드,재방문
977,8790.0,5.0,5.0,30대,골드,재방문
978,7211.0,6.0,10.0,40대,일반,재방문
979,5635.0,5.0,8.0,40대,일반,재방문
980,7961.0,8.0,10.0,20대,일반,재방문
981,7945.0,1.0,13.0,30대,골드,재방문
982,8140.0,4.0,5.0,50대이상,골드,재방문
983,7026.0,4.0,0.0,30대,실버,재방문
984,6861.0,9.0,10.0,30대,일반,재방문
985,9597.0,6.0,14.0,40대,실버,재방문
986,9573.0,3.0,16.0,50대이상,일반,재방문
987,13005.0,5.0,4.0,40대,실버,재방문
988,7955.0,1.0,10.0,40대,실버,비재방문
989,5661.0,6.0,11.0,30대,골드,재방문
990,8978.0,3.0,13.0,20대,일반,비재방문
991,11695.0,3.0,9.0,40대,실버,비재방문
992,9351.0,10.0,9.0,30대,일반,재방문
993,9032.0,2.0,10.0,40대,골드,재방문
994,4774.0,4.0,15.0,20대,골드,재방문
995,7082.0,6.0,19.0,30대,실버,재방문
996,8638.0,3.0,18.0,30대,일반,재방문
997,5383.0,4.0,9.0,,일반,재방문
998,11390.0,5.0,6.0,50대이상,일반,재방문
999,7800.0,5.0,18.0,30대,실버,재방문
1000,7918.0,5.0,7.0,20대,실버,재방문
1001,8398.0,4.0,0.0,20대,실버,재방문
1002,8983.0,4.0,5.0,30대,실버,재방문
1003,5630.0,0.0,17.0,30대,골드,재방문
1004,7186.0,5.0,0.0,30대,일반,재방문
1005,9538.0,8.0,11.0,40대,골드,재방문
1006,7669.0,3.0,7.0,20대,일반,재방문
1007,10878.0,4.0,11.0,20대,일반,재방문
1008,10492.0,4.0,15.0,20대,실버,재방문
1009,5221.0,3.0,6.0,40대,일반,재방문
1010,6008.0,0.0,13.0,50대이상,일반,재방문
1011,13567.0,0.0,5.0,20대,골드,재방문
1012,10420.0,7.0,11.0,40대,실버,재방문
1013,9550.0,1.0,4.0,30대,골드,재방문
1014,9747.0,4.0,14.0,50대이상,골드,재방문
1015,6078.0,3.0,8.0,50대이상,일반,재방문
1016,7278.0,4.0,1.0,50대이상,실버,재방문
1017,7135.0,4.0,4.0,40대,일반,재방문
1018,9531.0,4.0,4.0,30대,실버,재방문
1019,12674.0,6.0,7.0,30대,일반,재방문
1020,4878.0,6.0,9.0,30대,실버,재방문
1021,10382.0,2.0,2.0,20대,골드,재방문
1022,13109.0,1.0,12.0,30대,일반,재방문
1023,8458.0,4.0,17.0,20대,일반,재방문
1024,7974.0,1.0,3.0,20대,일반,재방문
1025,2771.0,3.0,6.0,30대,골드,재방문
1026,12268.0,6.0,2.0,20대,일반,재방문
1027,12628.0,5.0,4.0,50대이상,실버,재방문
1028,2231.0,7.0,17.0,50대이상,골드,재방문
1029,7093.0,1.0,10.0,30대,일반,재방문
1030,11268.0,2.0,10.0,30대,실버,재방문
1031,7515.0,5.0,20.0,40대,골드,재방문
1032,6128.0,3.0,14.0,40대,골드,재방문
1033,12748.0,5.0,18.0,40대,일반,재방문
1034,5435.0,7.0,12.0,20대,일반,재방문
1035,6256.0,5.0,8.0,30대,실버,재방문
1036,8769.0,4.0,2.0,30대,실버,재방문
1037,10138.0,4.0,8.0,50대이상,골드,재방문
1038,7849.0,9.0,1.0,30대,일반,재방문
1039,12174.0,4.0,4.0,50대이상,실버,재방문
1040,8336.0,3.0,9.0,30대,실버,재방문
1041,8946.0,4.0,13.0,40대,골드,재방문
1042,12162.0,7.0,10.0,30대,실버,재방문
1043,6619.0,6.0,7.0,20대,일반,재방문
1044,11070.0,5.0,14.0,20대,실버,재방문
1045,3979.0,6.0,13.0,30대,골드,재방문
1046,8454.0,4.0,5.0,20대,골드,재방문
1047,5628.0,5.0,12.0,40대,실버,재방문
1048,5808.0,4.0,8.0,30대,일반,재방문
1049,11377.0,4.0,12.0,30대,실버,재방문
1050,8719.0,6.0,12.0,30대,일반,재방문
1051,9835.0,6.0,12.0,30대,일반,비재방문
1052,5510.0,7.0,12.0,20대,실버,재방문
1053,5449.0,8.0,15.0,40대,실버,재방문
1054,12015.0,7.0,5.0,20대,골드,재방문
1055,11040.0,-0.0,0.0,50대이상,일반,비재방문
1056,10564.0,10.0,9.0,50대이상,실버,재방문
1057,7887.0,5.0,17.0,20대,일반,재방문
1058,8979.0,5.0,4.0,50대이상,일반,재방문
1059,5772.0,8.0,9.0,30대,실버,재방문
1060,8236.0,2.0,5.0,40대,골드,재방문
1061,8041.0,0.0,14.0,20대,실버,재방문
1062,8460.0,6.0,11.0,40대,실버,재방문
1063,10968.0,2.0,0.0,30대,실버,재방문
1064,9595.0,7.0,3.0,20대,골드,재방문
1065,7287.0,7.0,2.0,30대,일반,재방문
1066,12116.0,3.0,12.0,50대이상,실버,재방문
1067,7433.0,10.0,1.0,20대,일반,재방문
1068,7797.0,0.0,4.0,40대,일반,비재방문
1069,9246.0,4.0,11.0,30대,일반,재방문
1070,8034.0,5.0,5.0,30대,실버,재방문
1071,8496.0,4.0,7.0,40대,일반,재방문
1072,9001.0,4.0,5.0,40대,실버,재방문
1073,10632.0,5.0,7.0,20대,일반,재방문
1074,9584.0,9.0,10.0,40대,실버,재방문
1075,6440.0,6.0,7.0,30대,일반,재방문
1076,7483.0,4.0,15.0,20대,실버,재방문
1077,5246.0,5.0,7.0,30대,일반,재방문
1078,8297.0,5.0,14.0,30대,골드,재방문
1079,14498.0,2.0,21.0,20대,실버,재방문
1080,10238.0,1.0,23.0,30대,골드,재방문
1081,4970.0,2.0,21.0,50대이상,골드,비재방문
1082,8072.0,7.0,9.0,50대이상,실버,재방문
1083,4149.0,6.0,12.0,30대,일반,재방문
1084,11327.0,0.0,2.0,30대,일반,비재방문
1085,5384.0,5.0,5.0,50대이상,일반,재방문
1086,6514.0,4.0,18.0,20대,실버,재방문
1087,12359.0,8.0,14.0,40대,일반,재방문
1088,3525.0,1.0,11.0,30대,일반,재방문
1089,14256.0,6.0,21.0,20대,실버,재방문
1090,9273.0,1.0,13.0,20대,실버,비재방문
1091,6952.0,5.0,17.0,30대,일반,재방문
1092,5033.0,2.0,11.0,20대,일반,재방문
1093,6847.0,9.0,4.0,30대,실버,재방문
1094,5063.0,4.0,12.0,40대,실버,재방문
1095,10697.0,9.0,16.0,20대,일반,재방문
1096,5723.0,6.0,14.0,30대,실버,재방문
1097,3703.0,7.0,2.0,30대,일반,재방문
